id,production_company
46838,Eden Rock Media
56930,RKO Radio Pictures
41730,Ignite Entertainment
41730,HSX Films
298312,Blumhouse Productions
298312,Blinding Edge Pictures
11600,HDNet Films
11600,The Film Farm
71547,Quality Films Entertainment
57876,Insurge Pictures
77495,Filmax Entertainment
77495,Castelao Producciones
77495,Cubica
13849,Isle of Man Film
13849,UK Film Council
13849,Screen Yorkshire
13849,Steel Mill Pictures
14849,Metro-Goldwyn-Mayer (MGM)
12486,FOTP Productions
244403,Unified Pictures
244403,Amberdale Productions
244403,Tee Rob Pictures
292481,Henry & Me Productions
340816,Unstuck
78814,Johnson Production Group
78814,Silver Screen Pictures
297596,TinRes Entertainment
297596,Over Under Media
299552,Jewson Film
299552,Born of War
11935,Associated General Films
11935,Incorporated Television Company (ITC)
113406,Phillybrook Films
447027,New Kingdom Pictures
290825,Invincible Pictures Corp.
290825,Abbolita Productions
290825,Destro Films
361159,Hollywood Media Bridge
361159,Throne Productions
31175,Corazón International
31175,Biograf Jan Svěrák
12498,Miramax Films
77949,BBC Films
77949,Studio Canal
77949,Creative Scotland
77949,Origin Pictures
77949,Lipsync Productions
1690,International Production Company
1690,Raw Nerve
1690,Lionsgate
1690,Next Entertainment
1690,Screen Gems
1690,Hostel LLC
8435,Revolution Films
8435,BBC Films
8435,Baby Cow Productions
8435,EM Media
8435,Scion Films
8435,East Midlands Media Initiative
64720,Hydraulx
64720,REI Capital
64720,Grove Hill Productions
64720,Strange Matter Films
49365,New Sky Communications Inc.
300706,Lost Rhino Films
16337,Cannon Films
11577,Metro-Goldwyn-Mayer (MGM)
77987,Gaumont
77987,Wild Bunch
77987,Bold Films
77987,Film i Väst
77987,A Grand Elephant
8981,Scottish Screen
8981,Pathé Pictures International
8981,UK Film Council
8981,Inside Track Productions
8981,Sigma Films
8981,Scorpio Films
10914,New Real Films
50848,Canal+
50848,TPS Star
50848,Delante Films
50848,TF1 Droits Audiovisuels
166624,Rhombus Media
166624,Mecanismo Films
166624,Redrum
10822,Celluloid Dreams
10822,Killer Films
10822,John Wells Productions
10822,Montfort Producciones
9336,Warner Bros.
9336,The Ladd Company
5689,Columbia Pictures Corporation
712,Channel Four Films
712,PolyGram Filmed Entertainment
712,Working Title Films
13342,Universal Pictures
13342,Refugee Films
10339,Warner Bros.
10339,Moulin Productions Inc.
1429,40 Acres & A Mule Filmworks
1429,Touchstone Pictures
9303,Dino De Laurentiis Company
9303,Spelling Films
641,Artisan Entertainment
27686,Twentieth Century Fox Film Corporation
65749,Adela Pictures
6106,Hemdale Film
252680,TriStar Pictures
252680,Provident Films
252680,Pure Flix Entertainment
252680,Affirm Films
252680,FourBoys Entertainment
141,Pandora Cinema
141,Flower Films
141,Adam Fields Productions
17139,First Floor Features
17139,Almerica Films
12079,Muse Productions
12079,Brink Films
12079,Silver Nitrate
39800,Werc Werk Works
4550,CJ Capital Investment
4550,Korea Capital Investment
4550,Moho Films
4550,TSJ Entertainment
4550,Samsung Venture Capital
4550,Ilshin Capital Investments
4550,Centurion Investment
62116,Les Films Alyne
9991,SKA Films
13807,Media Asia Films
13807,Milky Way Image Company
68818,Quickfire Films
68818,Televisión Española (TVE)
68818,Arcadia Motion Pictures
68818,Noodles Production
68818,Canal+ España
68818,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
68818,Instituto de Crédito Oficial (ICO)
68818,ONO
68818,Ariane Mararía Films
68818,Nix Films
68818,Eter Pictures
68818,Manto Films
68818,Pegaso Producciones
68818,Ibermedia European Community Program
68818,Audiovisual Aval SGR
12093,Det Danske Filminstitut
12093,Memfis Film
12093,Film i Väst
36419,Plum Pictures
36419,Harbor Light Entertainment
36419,Lleju Productions
510,United Artists
510,Fantasy Films
510,Warner Bros.
362105,EveryWhere Studios
10970,Crossbow Productions
375290,T-Series
375290,Hari Om Entertainment Co.
375290,Cape Of Good Films
17663,Sullivan Entertainment
270938,Strohberry Films
116613,Vertigo Films
116613,Exponential Films
116613,Embargo Films
11826,Fox Searchlight Pictures
11826,Kanzaman
11826,Filmfour
11826,Recorded Picture Company (RPC)
29920,Tre Vänner Produktion AB
29920,Swedish Film Institute
29920,Film i Väst
1088,South Pacific Pictures
26379,A B Corp
34069,Telepool
34069,Atlantis Pictures
34069,Schweizerische Radio- und Fernsehgesellschaft (SRG)
34069,Ascot Elite Entertainment Group
34069,Egli Film
34069,Teleclub AG
34069,Centauri Media
10947,Disney Channel
47452,Arts Council of England
47452,British Broadcasting Corporation (BBC)
47452,British Screen Productions
3040,Bazelevs Production
3040,Channel One Russia
3040,TABBAK
3040,The First Channel
11386,Miramax Films
11386,Channel Four Films
11386,Palace Pictures
11386,Nippon Film Development and Finance Inc.
11386,Eurotrustees
11386,British Screen Productions
10246,Melvin Simon Productions
10246,Astral Bellevue Pathé
29426,Devonshire Productions
29426,Artfire Films
29426,New Romero
29426,Sudden Storm Productions
29426,Blank of the Dead Productions
10331,Laurel Group
10331,Off Color Films
10331,Image Ten
10331,Market Square Productions
153,American Zoetrope
703,United Artists
27191,Paramount Pictures
1365,Lions Gate Films
1365,Lee Daniels Entertainment
287424,Lionsgate
287424,Grindstone Entertainment Group
287424,Silver Reel
287424,Sly Predator
287424,Matt Baer Films
287424,Gold Star Films
287424,Lotus Entertainment (I)
451,United Artists
451,Intial Productions
165864,Tribeca Productions
987,Universal Studios
241251,Universal Pictures
241251,Nuyorican Productions
241251,Blumhouse Productions
241251,Smart Entertainment
40494,Joanna Productions
39781,Mandalay Vision
39781,10th Hole Productions
39781,Focus Features
39781,Gilbert Films
39781,Saint Aire Production
39781,Artist International
39781,Antidote Films (I)
39781,Artist International Management
8337,Universal Pictures
8337,Alive Films
8337,Larry Franco Productions
5925,United Artists
5925,The Mirisch Corporation
8357,Lord of the Wind
146203,StudioCanal
146203,CBS Films
85350,IFC Films
85350,Detour Filmproduction
512,BBC Films
512,Ingenious Film Partners
512,Ingenious Media
512,Perdido Prod.
13408,Lionsgate
10744,ContentFilm
10744,Pierce/Williams Entertainment
11536,United Artists
11536,Seven Arts Productions
9782,Miramax Films
9782,IFC Films
9782,Fortissimo Films
18713,Caravan Pictures
18713,Touchstone Pictures
6537,Wild Bunch
6537,Telecinco
6537,Telecinco Cinema
6537,Televisió de Catalunya TV3
6537,Esta Vivo! Laboratorio de Nuevos Talentos
6537,Grupo Rodar
6537,Rodar y Rodar Cine y Televisión
6537,Warner Bros. Pictures de España
184345,Automatik Entertainment
184345,Open Road Films
1809,Kingsgate Films
2370,Universal Pictures
9809,Universal Pictures
5,Miramax Films
5,A Band Apart
11013,Slough Pond
11013,double A Films
10132,Cineplex-Odeon Films
10132,Ten-Four Productions
16448,Sony Pictures Classics
16448,Castle Rock Entertainment
16448,Pale Morning Dun
16448,All Night Productions
8141,Echo Lake Productions
8141,Bi-polar Pictures
8141,Code Entertainment
8141,Independent Film Group
8141,Carol Baum Productions
8141,Dillinger Productions
8141,Green Tulip Productions
1546,Sony Pictures Classics
1546,Bob Yari Productions
48572,The Harvey Boys
48572,NVSH Productions
48572,Phase 4 Films
14517,Destination Films
14517,"Jim Henson Company, The"
89708,Magidson Films
27551,Cannon Films
64678,Goldcrest Films International
64678,Atlantic Pictures
64678,Gigi Productions
309503,Protozoa Pictures
309503,Cargo Entertainment
309503,33 Pictures
14293,Gold Circle Films
15059,Summit Entertainment
15059,Newmarket Capital Group
15059,Red Mullet Productions
103328,Pandora Filmproduktion
103328,Canal+
157847,Worldview Entertainment
157847,Muskat Filmed Properties
157847,Dreambridge Films
157847,Rough House Pictures
25719,Arts Council of England
25719,National Lottery
25719,Gruber Bros.
25719,Tomboy Films
25719,Winchester Multimedia PLC
48309,Empire Pictures
27723,New Oz Productions
27723,Red Horse Films
242575,Eficine 226
242575,Beanca Films
242575,Fondo de Inversión y Estímulos al Cine (FIDECINE)
242575,MPN Cologne Film 3
44945,Nu Image Films
44945,Millennium Films
44945,Dark Harbor Stories
29122,Columbia Pictures
29122,DreamWorks SKG
29122,Baltimore Spring Creek Productions
29122,Bayahibe Films Ltd.
125123,Arts Council of England
125123,British Broadcasting Corporation (BBC)
125123,British Screen Productions
111190,Gaumont
111190,Ciné@
111190,Canal+
111190,Screen Australia
111190,Screen NSW
111190,France Télévisions
111190,France 2 Cinéma
111190,Hopscotch Features
111190,Mon Voisin Productions
133575,Ventanarosa Productions
133575,Cineville
133575,Columbia TriStar Home Video
133575,Dan Lupovitz Productions
54580,Vía Digital
54580,Eurimages
54580,Continental Producciones
54580,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
54580,Televisión de Galicia (TVG) S.A.
54580,Antena 3 Televisión
54580,Sogepaq
54580,Elías Querejeta Producciones Cinematográficas S.L.
54580,Mediapro
54580,Quo Vadis Cinéma
54580,Eyescreen S.r.l.
52015,Glass Eye Pix
52015,Belladonna Productions
52015,Off Hollywood Pictures
34941,Tapestry Films
34941,The Kushner-Locke Company
34941,Bates Entertainment
227975,Coração da Selva
227975,Hank Levine Film
227975,Detailfilm
227975,Watchmen Productions
60422,Filmula
81390,Carnaby International
81390,Molinare Studios
81390,Eigerwand Pictures
225235,Marmot-film
14902,Columbia Pictures Corporation
121676,IFC Films
121676,Myriad Pictures
121676,Alliance Films
22301,The Caddo Company
257087,Blumhouse Productions
46420,Omnilab Media
46420,Ambience Entertainment
46420,Screen Australia
46420,Film Victoria
114635,Brian Barrett Pictures
158150,Annuit Coeptis Entertainment Inc.
158150,Annuit Coeptis Entertainment II
251979,"Divine Inspiration, The Fabulous Boomtown Boys"
874,Columbia Pictures Corporation
874,Highland Films
10774,United Artists
10774,Metro-Goldwyn-Mayer (MGM)
770,Selznick International Pictures
770,Metro-Goldwyn-Mayer (MGM)
266102,Head Gear Films
266102,Lipsync Productions
266102,May 13 Films
266102,CrossDay Productions Ltd.
266102,Morocco Film Assistance
29715,Columbia Pictures Corporation
29715,Jerry Bresler Productions
25209,Metro-Goldwyn-Mayer (MGM)
37495,Film4
37495,Drafthouse Films
37495,Warp Films
37495,Wild Bunch Distribution
34769,Alliance Films
34769,Darius Films
34769,Insight Film Releasing
35032,Metro-Goldwyn-Mayer (MGM)
5178,Nimbus Film Productions
8618,DNA Films
8618,BBC Films
8618,UK Film Council
3116,United Artists
3116,Florin Productions
3116,Jerome Hellman Productions
9427,Channel Four Films
9427,Twentieth Century Fox Film Corporation
9427,Redwave Films
813,Paramount Pictures
352978,Hollywood Media Bridge
352978,LionsGate
352978,Clear Lake Entertainment
352978,Dog and Pony Media
10634,New Line Cinema
9516,New Line Cinema
16288,New World Pictures
16288,Laurel Entertainment Inc.
23330,Warner Bros.
18900,Columbia Pictures Corporation
18900,Pax Enterprises
27029,Warner Bros.
26268,Warner Bros.
573,Universal Pictures
310131,Parts and Labor
310131,RT Features
310131,Rooks Nest Entertainment
310131,Maiden Voyage Pictures
310131,Pulse Films
310131,Scythia Films
310131,Code Red Productions
310131,Mott Street Pictures
310131,Very Special Projects
40505,Dimension Films
40505,No Limit Films
11363,Fox Searchlight Pictures
3033,Lions Gate Films
3033,Flashpoint (I)
3033,Showtime Networks
25376,100 Bares
25376,Haddock Films S.R.L.
25376,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
25376,Televisión Española (TVE)
25376,Tornasol Films
25376,Canal+ España
25376,Ministerio de Cultura
25376,Instituto de Crédito Oficial (ICO)
25376,Televisión Federal (Telefe)
22007,Nu Image Films
22007,Millennium Films
765,Renaissance Films
765,Rosebud Productions
205321,The Asylum
205321,Syfy
205321,Southward Films
46146,Filmkameratene A/S
46146,Film Fund FUZZ
46146,SF Norge A/S
14256,Yari Film Group
14256,Stratus Film Co.
540,Destination Films
540,Andrea Sperling Productions
540,Screen Gems
540,Anonymous Content
370464,Freestyle Releasing
20055,Metro-Goldwyn-Mayer (MGM)
224569,Counterclock Productions
39303,Anthem Pictures
39303,It's An Us Thing Productions Inc.
142061,DC Comics
142061,Warner Bros. Animation
142061,Warner Premiere
142061,DC Entertainment
370662,Representational Pictures
256740,NAZZ Productions
256740,Industrial Entertainment
256740,Primary PIctures
256740,Thunder Smoke Media
256740,VMI Worldwide
299145,Enderby Entertainment
12535,Twentieth Century Fox Film Corporation
12535,Crossbow Productions
1667,Wild Bunch
1667,Canal+
1667,Buena Vista International Film Production France
1667,Alliance de Production Cinematographique (APC)
1667,L'Institut Polare Français Paul-Émile Victor
1667,National Geographic Films
1667,Bonne Pioche
50839,Benaroya Pictures
50839,Before the Door Pictures
50839,Washington Square Films
50839,Untitled Entertainment
13973,Fox Searchlight Pictures
13973,Contrafilm
13973,ATO Pictures
13973,Aramid Entertainment Fund
13973,Dune Entertainment III
13973,Choke Film
244786,Bold Films
244786,Blumhouse Productions
244786,Right of Way Films
598,O2 Filmes
598,VideoFilmes
598,Wild Bunch
598,Globo filmes
598,Lumiere
598,Hank Levine Film
598,Lereby Productions
11129,Irish Screen
75861,Two Streets Entertainment
75861,Birchwood Pictures
75861,Noble Pictures
75861,Valencia Motion Pictures
13551,Lakeshore Entertainment
13551,Bruin Grip Services
13551,Pitbull Pictures
103663,Zentropa Entertainments
103663,Det Danske Filminstitut
103663,Danmarks Radio (DR)
103663,Eurimages
103663,MEDIA Programme of the European Union
103663,Sveriges Television (SVT)
103663,Svenska Filminstitutet (SFI)
103663,Nordisk Film- & TV-Fond
103663,Film Väst
850,Metro-Goldwyn-Mayer (MGM)
850,Christmas Tree Films
12586,Mpower Pictures
12586,Metanoia Films
12586,Burnside Entertainment
12586,Bella Productions
12586,"One Media, The"
11564,Guerilla High Productions
301748,Magna Global Entertainment
301748,Verdi Productions
108346,Fox Entertainment Group
8841,Haut et Court
8841,France 2 Cinéma
805,Paramount Pictures
805,William Castle Productions
11697,Paramount Pictures
11697,John Ford Productions
22051,Vox3 Films
22051,Serenade Films
22051,Olympus Pictures
22051,Deer Path Productions
22051,Northwood Productions
436,Fine Line Features
436,Journeyman Pictures
436,HBO Films
55347,Parts and Labor
55347,Olympus Pictures
55347,Focus Features
10070,Neo Art & Logic
10070,Dimension Films
10070,Maloof Motion Pictures
8469,Universal Pictures
8469,Oregon Film Factory
8469,Stage III Productions
658,United Artists
658,Eon Productions
658,Danjaq
125490,Alliance Films
125490,Telefilm Canada
125490,TF1 International
1585,RKO Radio Pictures
1585,Liberty Films (II)
627,Miramax Films
627,Channel Four Films
627,Noel Gay Motion Picture Company
627,Figment Films
627,Film4
23618,40 Acres & A Mule Filmworks
41436,Paramount Pictures
41436,Blumhouse Productions
41436,Solana Films
10162,Fox Searchlight Pictures
10162,Canal+
10162,Tomboy Films
1430,Alliance Atlantis Communications
1430,TiMe Film- und TV-Produktions GmbH
1430,Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG
1430,Dog Eat Dog Films
1430,Iconolatry Productions Inc.
1430,Salter Street Films International
1430,United Broadcasting Inc.
259943,LeVision Pictures
10014,New Line Cinema
10014,Smart Egg Pictures
11257,Goldcrest Films International
11257,National Film Finance Corporation (NFFC)
11257,Curzon Film Distributors
158015,Universal Pictures
158015,Why Not Productions
158015,Platinum Dunes
158015,Blumhouse Productions
158015,20th Century Fox Russia
82507,Alliance Films
82507,Blumhouse Productions
82507,IM Global
82507,Automatik Entertainment
82507,Possessed Pictures
261,Avon Production
261,Metro-Goldwyn-Mayer (MGM)
1685,Twentieth Century Fox Film Corporation
1685,APJAC Productions
20737,Walt Disney Pictures
10991,TV Tokyo
10991,4 Kids Entertainment
10991,Nintendo
10991,Pikachu Project
10991,Oriental Light and Magic (OLM)
10991,Kids' WB
10991,Pikachu Project 2001
10991,Shoakuken
10225,Paramount Pictures
826,Columbia Pictures Corporation
826,Horizon Pictures (II)
34086,Touchstone Pictures
34086,Silver Screen Partners IV
5854,Universal Pictures
284,United Artists
284,The Mirisch Company
10285,New Line Cinema
10285,Sean S. Cunningham Films
5780,Universal Pictures
292,Yari Film Group
223485,The New Zealand Film Commission
223485,Film4
223485,See Saw Films
223485,A24
223485,DMC Films
29463,Warner Bros.
29463,Visual Eyes Productions
29463,Film Development Fund
29463,Crystalite Productions
18065,Melee Entertainment
18065,Next Day Air Productions
18065,Secret Society Films
22013,United Artists
821,United Artists
821,Roxlom Films
53862,Beacon Communications
3089,United Artists
3089,Monterey Productions
3089,Charles K. Feldman Group
132344,Castle Rock Entertainment
132344,Detour Filmproduction
132344,Faliro House Productions
132344,Venture Forth
15582,Atlantic Entertainment Group
15158,Universal Pictures
15158,Spacegate Productions
15158,Starway International Inc.
7509,David Hamilton Productions
7509,Echo Lake Productions
7509,Flagship International
7509,Noble Nomad Pictures
10557,BBC
10557,Assassin Films
10557,Film4
23531,Hi-Rez Films
28005,Mirabai Films
28005,NDF International
40247,Sony Pictures Classics
40247,Likely Story
40247,Feelin' Guilty
252,Paramount Pictures
252,David L. Wolper Productions
24126,Tapestry Films
24126,Trimark Pictures
13982,Orion Pictures
13982,Brad Krevoy & Steve Stabler production
16642,Paramount Pictures
18892,TriStar Pictures
18892,Crossroads Films
18892,Kramer-Tornell Productions
549,Miramax
549,Eleventh Street Production
549,Jon Kilik
121986,Scott Rudin Productions
121986,RT Features
121986,Pine District Pictures
868,Movieworld Productions
868,Industrial Development Corporation of South Africa
868,UK Film & TV Production Company
868,National Film & Video Foundation of South Africa
10683,Killer Films
10683,Good Machine
17995,Brad Grey Pictures
246403,Phase 4 Films
246403,Demarest Films
246403,SModcast Pictures
246403,A24
670,Egg Films
670,Show East
35691,Mercy Creek Entretainment
49010,Rhombus Media
49010,Yer Dead Productions
49010,Telefilm Canada
49010,Whizbang Films
11229,The Kushner-Locke Company
11229,August Entertainment
11229,Multicom entertainment
24469,BBC Films
24469,Kasander Film Company
24469,ContentFilm
24469,UK Film Council
82533,Westerly Films
50942,MGM Television
50942,Trilogy Entertainment Group
50942,Hallmark Entertainment
84174,Gary Sanchez Productions
84174,BCDF Pictures
34099,Lions Gate Television
34099,Park Lane Productions
79940,2929 Productions
79940,Gary Sanchez Productions
79940,Funny or Die
342,Claussen + Wöbke Filmproduktion GmbH
38033,Tiger Tail Entertainment
38033,Deon Taylor Enterprises
100975,Sweetland Films
100975,Camellia Productions
38541,Instinctive Film
38541,Manitoba Film and Video Production Tax Credit
38541,Preferred Content
38541,Julijette
38541,Ink Connection
38541,BR Group
38541,Manitoba Film & Music
234212,Icon Entertainment International
234212,Dimension Films
234212,First Point Entertainment
234212,IM Global
27404,Film Threat DVD
27404,Aloha Pictures
71866,Tax Credit Finance
192210,Society Entertainment
192210,BB Film Productions
192210,Marcio Garcia Producoes
180296,Lionsgate
157058,Silver Nitrate Films
157058,Silver Nitrate Pictures
26039,Metro-Goldwyn-Mayer (MGM)
26039,Winkler Films
79587,Indiana Production Company
176077,Cimarron Productions
176077,Vedette Finance
260947,Merchant Films
342502,Triumphant Entertainment
43213,Chicago Overcoat Productions
43213,Beverly Ridge Pictures
44594,Prospect Pictures
44594,Corner Store Entertainment
44594,Far Hills Pictures
44594,Stick 'N' Stone Productions
666,MACT Productions
666,Videofilms
666,Riofilm
248,Franton Production
325173,Bleiberg Entertainment
325173,Compound B
325173,Underdogg Entertainment
325173,Entropy
351043,Infra-Red Pictures
43942,Chad Troutwine Films
43942,Green Film Company
43942,Human Worldwide
43942,Loki Films
10226,Alexandre Films
10226,EuropaCorp
66942,Screen Australia
356483,August Heart Entertainment
10476,MTV Films
239,The Mirisch Corporation
239,Ashton Productions
10281,Paramount Pictures
630,Loew's Incorporated
3034,Twentieth Century Fox Film Corporation
3034,Crossbow Productions
3034,Gruskoff/Venture Films
3034,Jouer Limited
13025,Artfire Films
55306,Clinica Estetico
55306,Nunez-Gowan
17264,United Artists
16016,Nordisk Film
16016,A. Film
16016,ntc
15875,Paramount Pictures
43306,Metro-Goldwyn-Mayer (MGM)
11072,Crossbow Productions
11072,Warner Bros.
9730,Paramount Pictures
9730,"Friday Four, Inc."
209274,Danish Film Institute
209274,Portobello Pictures
209274,Eurimages
209274,Canal+ Polska
209274,Opus Film
209274,Polski Instytut Sztuki Filmowej
209274,Phoenix Film Investments
209274,City of Lodz
209274,Phoenix Film Poland
26371,Merchant Ivory Productions
26371,Film Four International
14137,Identity Films
14137,CKRush Entertainment
14139,Arsénico Producciones
14139,Zip Films
14139,Fine Productions
14139,Karbo Vantas Entertainment
8875,Ascendant Pictures
8875,A-Mark Entertainment
8875,Film Tiger
8875,Rifkin-Eberts
872,Metro-Goldwyn-Mayer (MGM)
139038,Endgame Entertainment
139038,Wayans Bros. Entertainment
139038,IM Global
139038,Open Road Films
9591,Twentieth Century Fox Film Corporation
9591,Clinica Estetico
9591,Clavius Base
10676,Universal Pictures
1687,Twentieth Century Fox Film Corporation
1687,APJAC Productions
24748,Paramount Pictures
181330,Hartbeat Productions
468,Fine Line Features
401,Fox Searchlight Pictures
401,Double Feature Films
401,Jersey Films
401,Camelot Pictures
401,Large's Ark Productions
76,Detour Film Production
50538,Go Films
25636,Evenstar Films
21074,Ingenious Film Partners
21074,Ruby Films
21074,Film4
84329,Samuel Goldwyn Films
84329,Stage 6 Films
84329,Park Pictures
84329,TBB
84329,Dog Run Pictures
84329,White Hat
20,El Deseo
20,Milestone Productions
157386,21 Laps Entertainment
157386,Andrew Lauren Productions (ALP)
157386,Global Produce
157386,A24
13007,Lions Gate Films
46849,Gold/Miller Productions
46849,120dB Films
46849,Paradise Productions
46849,Quantum Entertainment
46849,MovieBank
46849,Galaxy Productions
17334,Adlabs Films Ltd.
17334,Metro-Goldwyn-Mayer Pictures
17334,Hyde Park Entertainment
17334,Brass Hat Films
1698,Claussen + Wöbke Filmproduktion GmbH
20764,Likely Story
45132,This Is That Productions
45132,Ambush Entertainment
45132,Crimson Bolt
254472,Rat Pack Filmproduktion
254472,XYZ Films
332285,Hideaway Pictures
332285,Traverse Media
332285,Culmination Productions
49471,Columbia Pictures
49471,40 Acres & A Mule Filmworks
13569,MovieRoom Productions
7512,Twentieth Century Fox Film Corporation
7512,Ternion Pictures
356216,Carnaby International
356216,Saracen Films
356216,Torn Pictures
11798,EM Media
11798,UK Film Council
11798,Screen Yorkshire
11798,Big Arty Productions
146631,Hawthorn Productions
146631,Hawthorne Productions
43546,Metro-Goldwyn-Mayer (MGM)
61038,Pantelion Film
78373,HSX Films
78373,Chase Productions
17820,Metro-Goldwyn-Mayer (MGM)
74457,Heavy Duty Entertainment
74457,MVP Films
74457,Liberty Road Entertainment
283384,Darius Films
283384,Manis Film
283384,Breaking Ball Films
283384,Stage 6 Films
19933,The Kushner-Locke Company
19933,Hyperion Pictures
756,Walt Disney Pictures
433715,After Eden Pictures
9728,Paramount Pictures
9728,Jason Productions
9731,Paramount Pictures
9731,Georgetown Productions Inc.
309425,Believe Entertainment
309425,Pure Flix Entertainment
309425,Toy Gun Films
309425,10 West Studios
43610,Metro-Goldwyn-Mayer (MGM)
360339,Ombra Films
360339,Perlapartment Pictures
360339,Gobsmack
360339,H&H Creative Ventures
297621,Sunrise Films
16205,Brookstreet Pictures
16205,Sound Venture Productions
887,"Samuel Goldwyn Company, The"
9517,StudioCanal
6007,Maipo Film- og TV Produksjon
364083,Industrial House Films
8329,Filmax
347548,Bright Cold Day Films
347548,Patchwork Productions
347548,Bandoola Productions
322443,ANA Media
657,United Artists
657,Eon Productions
657,Danjaq
28165,Troma Entertainment
11561,Rollins-Joffe Productions
270303,Northern Lights Films
270303,Animal Kingdom
270303,Two Flints
11624,United Artists
595,Universal Pictures
8810,Kennedy Miller Productions
12207,Paragon Films Ltd.
12207,Golden Harvest Company Ltd.
226,Fox Searchlight Pictures
226,The Independent Film Channel Productions
226,IFC Films
226,Killer Films
226,Hart-Sharp Entertainment
92182,Elle Driver
92182,Tazora Films
582,Arte
582,Wiedemann & Berg Filmproduktion
582,Creado Film
582,Bayerischer Rundfunk (BR)
72213,TriStar Pictures
72213,Provident Films
72213,Affirm Films
72213,Sherwood Pictures
72213,Alabama Production Group
990,Twentieth Century Fox Film Corporation
990,Rossen Films
55604,Metro-Goldwyn-Mayer (MGM)
9662,Sony Pictures Classics
9662,Production Champion
9662,Vivi Film
20862,Miramax Films
20862,ShadowCatcher Entertainment
80,Castle Rock Entertainment
80,Detour Film Production
80,Warner Independent Pictures (WIP)
55,Altavista Films
55,Zeta Film
11023,Fox Searchlight Pictures
11023,Sound for Film
11023,Working Title Films
11023,Antidote Films (I)
33667,Twentieth Century Fox Film Corporation
39013,Anonymous Content
39013,Winter's Bone Productions
11194,Darlow Smithson Productions
11194,UK Film Council
11194,PBS
11194,Film4
43839,Twentieth Century Fox Film Corporation
1382,IFC Films
44639,Sony Pictures Classics
44639,Sony Pictures Home Entertainment
301351,Working Title Films
4816,Bac Films
4816,Pandora Filmproduktion
4816,Degeto Film
4816,ARD
4816,JVC Entertainment Networks
4816,Canal+
4816,Plywood Productions
7873,The Weinstein Company
331190,Itaca Films
331190,BN Films
331190,Brightside Entertainment
331190,1019 Entertainment
331190,Yoruba Saxon Productions
15186,Miramax Films
15186,Populist Pictures
15186,Monophonic Inc.
1378,Fortissimo Films
1378,Process Productions
1378,Q Television
8885,Les Films d'Ici
8885,Bridgit Folman Film Gang
8885,Razor Film Produktion
250124,Caviar Films
250124,Cold Iron Pictures
250124,Archer Gray
14284,Film4
14284,Passion Pictures
14284,Discovery Films
57120,Film Science
57120,Evenstar Films
57120,Oscilloscope Laboratories
22617,Access Motion Picture Group
22617,Giraldi-Suarez-DiGiaimo Productions
42889,Gary Sanchez Productions
42889,Principato-Young Entertainment
10656,Gaumont
24363,Tribeca Productions
24363,Bob Yari Productions
24363,Southpaw Entertainment
24363,Jeff Skoll Productions
13121,Teeth
24746,HSX Films
22913,Scala Films
273899,Centropolis Entertainment
273899,Mel's Cite du Cinema
20653,Walt Disney Pictures
20653,Yash Raj Films
20653,Walt Disney Studios Motion Pictures
20653,Disney World Cinema
171759,Kaos Entertainment
206296,Lucky Monkey Pictures
206296,Sh-K-Boom Records
206296,Grand Peaks Entertainment
206296,Radius-TWC
35219,Strand Releasing
35219,The 7th Floor
35219,Apropos Films
28260,Ozla Productions
7515,Destination Films
7515,Silver Nitrate Films
7515,National Film and Television School (NFTS)
7515,LHR Productions Inc.
13075,Red Envelope Entertainment
335866,Votiv Films
335866,Taggart Productions
13510,Aramid Entertainment Fund
13510,Rollercoaster Films
215881,Blumhouse Productions
215881,IM Global Octane
215881,Reliance
18238,AV Pictures
22600,Muti Films
50698,Darclight
50698,Twin Engine Films
50698,Digital Interference Productions
115210,Bórd Scannán na hÉireann
115210,Irish Film Board
115210,Fantastic Films
115210,MPI Media Group
115210,Tailored Films
115210,Solid Entertainment
34335,Hartbreak Films
459488,Eyeline Entertainment
11302,United Artists
11302,Jack Rollins & Charles H. Joffe Productions
20406,Rockaway the Movie
20406,Off Hollywood Pictures
20406,Panamax Films
20406,Crook Brothers Productions
3766,Columbia Pictures Corporation
3766,Mercury Productions
18616,"Institution, The"
18808,Alex Entertainment Inc.
95755,Deviant Films
95755,Morocco Junction Pictures
95755,1812 Productions
174311,Sidney Kimmel Entertainment
174311,Touchy Feely Films
174311,GreenStreet Films
12602,Constantin Film Produktion
153795,Nu Image Films
153795,Millennium Films
153795,The Group Films
17768,United Artists
17768,Melvin Frank Production
98549,Silver Sail Entertainment
98549,4Go West Productions
98549,Flatiron Pictures
312793,Splendid Film
309919,Myriad Pictures
309919,AliBella Pictures
309919,Bystander Films
309919,Management Production Entertainment (MPE)
309919,Mangrove Media
299553,FLF Films
299553,Bottom Line Entertainment
299553,Parkside Pictures
21309,Hemdale Film
21309,Island
329540,WWE Studios
26388,Studio 37
26388,Versus Entertainment
26388,The Safran Company
26388,Dark Trick Films
49020,Film4
49020,Film Agency for Wales
49020,Red Hour Films
49020,Warp (Submarine)
49020,Warp Films
159037,Roast Beef Productions
159037,Worldview Entertainment
